Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
New England Patriots,0,D,3000,NE,@MIA,21.3,MIA by 1,2.2,0.5,0.7,228,95,24.5,5.2,13.3,7.5,7.5,-0.6,15.5,7.7,2.6,4.0,1.3
Tampa Bay Buccaneers,2,D,3000,TB,@ATL,22.3,TB by 6,2.5,0.2,0.8,269,98,24.3,4.4,5.7,7.6,7.6,1.7,13.6,7.8,2.6,3.0,1.0
Buffalo Bills,2,D,3000,BUF,@DEN,21.8,BUF by 6,1.9,0.6,1.6,211,117,18.4,9.2,7.3,6.8,6.8,3.0,10.7,7.9,2.6,12.0,4.0
New Orleans Saints,,D,2900,NO,KC,27.3,KC by 3,1.4,0.5,0.4,318,111,29.9,2.6,7.3,7.8,7.8,1.0,14.5,4.5,1.6,7.0,2.4
Arizona Cardinals,6,D,2900,ARI,PHI,21.3,ARI by 7,4.1,0.5,1.2,200,126,20.2,8.7,9.3,6.5,6.5,1.4,11.7,7.5,2.6,10.0,3.4
Los Angeles Chargers,,D,2900,LAC,@LV,28.3,LV by 3,1.6,1.0,0.5,251,118,26.9,5.8,5.0,4.7,4.7,0.7,8.6,4.6,1.6,3.0,1.0
Minnesota Vikings,5,D,2800,MIN,CHI,22.0,MIN by 3,2.5,0.5,1.0,227,93,21.1,7.7,6.0,4.5,4.5,0.0,9.0,7.2,2.6,2.0,0.7
New York Giants,,D,2700,NYG,CLE,24.5,CLE by 5,1.3,0.5,0.6,218,156,25.5,5.3,7.7,6.9,6.9,1.9,11.9,5.8,2.1,2.0,0.7
Dallas Cowboys,,D,2700,DAL,SF,24.0,SF by 3,2.4,0.8,1.2,255,110,22.6,8.5,8.0,4.0,4.0,-2.5,10.5,6.2,2.3,15.0,5.6
Washington Football Team,3,D,2600,WAS,SEA,25.0,SEA by 5.5,3.2,0.4,0.9,266,121,29.8,4.8,13.7,8.1,8.1,0.7,15.4,6.3,2.4,3.0,1.2
Philadelphia Eagles,,D,2500,PHI,@ARI,28.3,ARI by 7,1.6,0.4,0.8,238,151,27.5,4.1,6.0,7.3,7.3,1.1,13.5,5.2,2.1,6.0,2.4
Denver Broncos,0,D,2400,DEN,BUF,27.8,BUF by 6,2.0,0.8,0.6,273,103,28.1,3.9,5.0,5.1,5.1,0.3,9.8,5.6,2.3,-1.0,-0.4
Houston Texans,,D,2400,HOU,@IND,28.8,IND by 7,1.2,0.2,0.7,264,113,26.3,4.3,7.0,3.8,3.8,-0.6,8.3,3.7,1.5,1.0,0.4
Atlanta Falcons,0,D,2300,ATL,TB,28.3,TB by 6,1.2,0.4,0.8,261,97,27.8,4.6,12.0,5.1,5.1,-2.2,12.4,4.7,2.0,2.0,0.9
Las Vegas Raiders,0,D,2300,LV,LAC,25.3,LV by 3,2.2,0.5,0.8,270,113,21.9,7.5,1.0,2.5,2.5,-3.3,8.2,5.1,2.2,0.0,0.0
Carolina Panthers,,D,2200,CAR,@GB,30.3,GB by 9,1.1,0.4,0.3,274,124,30.5,2.4,12.7,5.5,5.5,-0.8,11.7,2.5,1.1,5.0,2.3
Detroit Lions,,D,2200,DET,@TEN,31.3,TEN by 11,1.6,0.3,0.4,240,159,28.0,3.2,1.3,2.5,2.5,-0.6,5.7,3.1,1.4,-1.0,-0.5
New York Jets,,D,2100,NYJ,@LAR,30.5,LAR by 17,1.3,0.7,0.8,260,129,23.6,6.6,4.3,3.7,3.7,-0.4,7.8,3.2,1.5,8.0,3.8
Jacksonville Jaguars,,D,2000,JAX,@BAL,30.3,BAL by 13,2.5,0.5,0.6,181,167,27.4,5.3,6.7,4.2,4.2,0.1,8.4,3.4,1.7,-1.0,-0.5
Cincinnati Bengals,,D,2000,CIN,PIT,26.8,PIT by 13,0.9,0.3,0.7,245,91,24.1,2.9,4.7,2.8,2.8,-0.8,6.5,3.4,1.7,8.0,4.0
