Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Atlanta Falcons,1,D,2900,ATL,@CAR,22.5,CAR by 2.5,2.6,0.4,1.3,197,111,19.5,9.1,6.3,3.3,3.3,0.4,6.3,6.9,2.4,13.0,4.5
Carolina Panthers,7,D,2800,CAR,ATL,20.0,CAR by 2.5,2.2,0.4,1.2,228,88,17.5,10.6,6.7,6.8,6.8,2.1,11.5,8.8,3.1,2.0,0.7
Baltimore Ravens,0,D,2800,BAL,@CLE,22.8,CLE by 3,2.8,0.6,0.5,207,147,20.7,6.1,7.3,5.8,5.8,1.3,10.2,6.5,2.3,3.0,1.1
Buffalo Bills,,D,2700,BUF,@TB,28.5,TB by 3.5,1.3,0.5,0.8,311,93,30.4,3.4,3.3,9.3,9.3,1.0,17.7,5.2,1.9,1.0,0.4
Cleveland Browns,4,D,2700,CLE,BAL,19.8,CLE by 3,3.6,0.3,1.2,241,147,23.5,8.3,5.7,5.9,5.9,-0.7,12.5,8.0,3.0,14.0,5.2
Las Vegas Raiders,,D,2600,LV,@KC,28.8,KC by 9.5,1.8,0.9,1.0,281,110,24.3,6.9,2.7,4.3,4.3,0.4,8.1,4.8,1.8,-1.0,-0.4
Chicago Bears,,D,2600,CHI,@GB,28.0,GB by 12.5,1.9,0.4,0.4,248,107,23.1,4.3,4.3,5.5,5.5,-0.7,11.7,4.3,1.7,5.0,1.9
Washington Football Team,,D,2500,WAS,DAL,26.0,DAL by 4,1.8,0.6,0.8,287,129,27.4,3.9,3.0,4.4,4.4,1.1,7.8,5.4,2.2,14.0,5.6
New York Jets,0,D,2500,NYJ,NO,24.0,NO by 5,1.8,0.4,0.9,203,115,21.3,6.3,3.7,2.8,2.8,-0.6,6.1,6.0,2.4,2.0,0.8
Houston Texans,1,D,2400,HOU,SEA,24.5,SEA by 7.5,3.3,0.4,0.4,201,97,19.8,6.3,8.0,5.3,5.3,-0.5,11.0,6.1,2.5,-1.0,-0.4
Detroit Lions,,D,2400,DET,@DEN,25.0,DEN by 8.5,2.7,0.5,0.8,226,118,19.3,8.0,6.7,3.6,3.6,-0.6,7.7,5.0,2.1,-3.0,-1.3
New York Giants,,D,2300,NYG,@LAC,26.5,LAC by 10,2.1,0.3,0.9,281,101,25.7,5.8,6.0,6.2,6.2,0.7,11.6,5.4,2.3,-2.0,-0.9
Jacksonville Jaguars,,D,2300,JAX,@TEN,26.0,TEN by 8.5,2.8,0.7,1.1,213,141,23.8,6.9,0.3,3.4,3.4,-2.2,9.0,5.1,2.2,5.0,2.2
