Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Cleveland Browns,11,D,3100,CLE,DET,16.0,CLE by 11.5,3.0,0.6,0.7,211,108,16.7,8.6,6.3,5.2,5.2,-1.8,12.2,10.5,3.4,8.0,2.6
Indianapolis Colts,,D,3000,IND,@BUF,28.5,BUF by 7,1.6,0.4,0.7,279,122,30.4,3.6,8.3,8.4,8.4,4.2,12.6,5.3,1.8,10.0,3.3
Pittsburgh Steelers,,D,3000,PIT,@LAC,26.3,LAC by 5.5,1.8,0.2,0.8,270,100,24.3,4.9,7.3,6.4,6.4,2.6,10.3,5.5,1.8,2.0,0.7
New Orleans Saints,1,D,2900,NO,@PHI,22.5,PHI by 2,1.6,0.3,0.5,206,144,23.9,4.1,6.3,8.6,8.6,1.9,15.2,6.8,2.3,4.0,1.4
Philadelphia Eagles,2,D,2900,PHI,NO,20.5,PHI by 2,1.9,0.4,0.4,202,119,22.7,4.0,12.0,6.8,6.8,-0.8,14.4,7.2,2.5,11.0,3.8
Dallas Cowboys,0,D,2800,DAL,@KC,29.3,KC by 2.5,1.7,1.0,1.0,295,111,25.6,7.1,9.3,9.7,9.7,3.3,16.0,5.6,2.0,8.0,2.9
Cincinnati Bengals,0,D,2800,CIN,@LV,24.3,CIN by 1,2.2,0.2,0.9,299,85,23.1,6.1,3.7,5.1,5.1,1.2,9.1,5.9,2.1,10.0,3.6
Carolina Panthers,8,D,2700,CAR,WAS,19.8,CAR by 3.5,2.2,0.6,1.0,230,115,20.6,7.1,10.0,7.4,7.4,2.5,12.3,8.3,3.1,5.0,1.9
Seattle Seahawks,2,D,2700,SEA,ARI,25.3,ARI by 2.5,2.4,0.3,0.8,250,126,28.1,5.0,8.3,5.2,5.2,1.5,8.9,7.3,2.7,2.0,0.7
Las Vegas Raiders,0,D,2600,LV,CIN,25.3,CIN by 1,2.7,0.2,1.2,264,97,26.2,6.4,3.3,4.8,4.8,0.6,9.0,6.5,2.5,4.0,1.5
New York Giants,,D,2600,NYG,@TB,30.3,TB by 11,1.3,0.6,0.8,316,91,29.7,3.3,12.7,6.2,6.2,0.6,11.9,3.9,1.5,2.0,0.8
Chicago Bears,2,D,2500,CHI,BAL,24.8,BAL by 4.5,3.1,0.4,0.9,260,154,25.7,7.7,2.7,5.9,5.9,-0.9,12.7,7.6,3.0,9.0,3.6
Washington Football Team,5,D,2400,WAS,@CAR,23.3,CAR by 3.5,2.5,0.5,1.2,205,116,20.3,8.5,6.3,4.9,4.9,1.2,8.5,7.2,3.0,1.0,0.4
Atlanta Falcons,,D,2400,ATL,NE,27.0,NE by 7,1.9,0.7,0.7,242,115,26.3,6.1,1.3,2.3,2.3,-0.4,5.1,5.0,2.1,6.0,2.5
Minnesota Vikings,,D,2300,MIN,GB,25.5,GB by 2,2.0,0.4,0.5,230,109,21.6,4.9,8.3,7.4,7.4,4.1,10.8,5.6,2.4,1.0,0.4
Jacksonville Jaguars,,D,2300,JAX,SF,25.5,SF by 6,1.9,0.9,0.7,244,118,22.7,5.1,6.7,4.4,4.4,-1.5,10.4,5.5,2.4,1.0,0.4
New York Jets,3,D,2300,NYJ,MIA,23.8,MIA by 3,2.7,0.9,0.9,229,74,16.5,8.6,1.0,2.4,2.4,-0.9,5.8,6.4,2.8,2.0,0.9
Kansas City Chiefs,,D,2200,KC,DAL,26.8,KC by 2.5,1.6,0.7,0.7,294,140,29.6,3.2,8.0,4.8,4.8,1.0,8.6,5.0,2.3,15.0,6.8
Detroit Lions,0,D,2100,DET,@CLE,27.5,CLE by 11.5,3.0,0.5,0.4,210,154,22.5,5.1,1.0,2.6,2.6,-1.4,6.5,4.5,2.1,11.0,5.2
Houston Texans,2,D,2000,HOU,@TEN,27.3,TEN by 10,2.9,0.4,0.8,216,132,26.0,5.3,6.3,4.3,4.3,-1.0,9.6,4.8,2.4,16.0,8.0
