Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Cleveland Browns,,D,16,CLE,@LAC,24.0,LAC by 1.5,1.8,0.3,0.8,284,108,23.8,3.8,9.7,7.5,7.5,1.1,13.9,6.2,3.9,0.0,0.0
Las Vegas Raiders,,D,15,LV,CHI,19.3,LV by 5.5,4.0,0.3,0.8,114,123,14.5,8.3,3.3,4.3,4.3,1.8,6.8,8.3,5.5,3.0,2.0
Minnesota Vikings,,D,15,MIN,DET,20.0,MIN by 9,2.5,0.8,0.5,250,102,20.3,7.0,6.3,6.0,6.0,1.9,10.1,8.1,5.4,9.0,6.0
Indianapolis Colts,,D,15,IND,@BAL,26.5,BAL by 7,2.8,0.5,0.8,256,165,26.3,6.0,8.7,7.5,7.5,4.6,10.4,5.5,3.7,3.0,2.0
Houston Texans,,D,14,HOU,NE,24.3,NE by 9,2.5,0.8,1.0,243,69,17.8,9.5,2.3,3.5,3.5,0.1,6.9,5.9,4.2,5.0,3.6
Philadelphia Eagles,,D,14,PHI,@CAR,24.3,CAR by 3.5,2.8,0.3,0.8,280,108,24.3,5.3,2.7,4.5,4.5,-0.8,9.8,6.5,4.6,12.0,8.6
Los Angeles Chargers,,D,14,LAC,CLE,22.5,LAC by 1.5,3.0,0.5,0.5,212,177,25.0,4.8,7.3,6.5,6.5,3.9,9.1,6.6,4.7,-3.0,-2.1
San Francisco 49ers,,D,14,SF,@ARI,27.8,ARI by 5.5,2.0,0.0,1.0,304,137,33.5,4.8,3.3,5.0,5.0,0.2,9.8,5.6,4.0,5.0,3.6
New York Jets,,D,13,NYJ,@ATL,24.5,ATL by 3,2.0,0.3,0.8,233,87,19.5,10.3,4.7,4.5,4.5,2.8,6.2,6.1,4.7,4.0,3.1
Atlanta Falcons,,D,13,ATL,NYJ,21.5,ATL by 3,4.0,0.0,2.0,200,77,11.8,12.5,2.0,1.5,1.5,-0.9,3.9,7.8,6.0,5.0,3.8
Los Angeles Rams,,D,13,LAR,@SEA,26.0,LAR by 2.5,2.8,0.3,0.0,243,107,25.8,2.8,3.3,4.5,4.5,0.1,8.9,6.5,5.0,7.0,5.4
Tennessee Titans,,D,13,TEN,@JAX,22.0,TEN by 4.5,1.5,0.5,1.8,209,112,18.5,8.8,2.7,2.0,2.0,0.6,3.4,7.3,5.6,13.0,10.0
Jacksonville Jaguars,,D,13,JAX,TEN,26.5,TEN by 4.5,4.3,1.0,0.8,231,164,23.8,8.5,6.0,3.8,3.8,-2.0,9.5,4.9,3.8,2.0,1.5
Baltimore Ravens,,D,13,BAL,IND,19.5,BAL by 7,2.5,0.5,0.5,214,112,19.3,5.3,7.7,6.8,6.8,2.9,10.6,8.1,6.2,6.0,4.6
Miami Dolphins,,D,12,MIA,@TB,29.0,TB by 10,1.8,0.8,0.5,328,72,27.5,3.3,5.0,5.3,5.3,1.5,9.0,4.0,3.3,-2.0,-1.7
Kansas City Chiefs,,D,11,KC,BUF,27.0,KC by 2.5,1.3,0.5,0.5,259,145,33.5,2.5,3.0,3.5,3.5,0.4,6.6,5.3,4.8,-1.0,-0.9
Green Bay Packers,,D,11,GB,@CIN,24.0,GB by 3,2.5,0.3,1.0,228,98,23.0,6.8,6.7,4.0,4.0,-1.4,9.4,6.5,5.9,7.0,6.4
Seattle Seahawks,,D,10,SEA,LAR,28.5,LAR by 2.5,0.8,0.5,0.5,298,93,28.8,4.0,3.3,4.0,4.0,1.2,6.8,5.1,5.1,3.0,3.0
Detroit Lions,,D,10,DET,@MIN,29.0,MIN by 9,1.8,0.3,0.3,270,112,22.0,3.5,3.0,2.5,2.5,-0.9,5.9,4.0,4.0,7.0,7.0
Washington Football Team,,D,10,WAS,NO,23.3,NO by 2,1.8,0.0,0.8,144,133,20.5,3.5,1.7,3.0,3.0,-2.0,8.0,6.7,6.7,5.0,5.0
New York Giants,,D,10,NYG,@DAL,29.5,DAL by 7,1.8,0.3,0.5,255,166,30.0,2.8,3.3,3.5,3.5,1.6,5.4,4.2,4.2,2.0,2.0
