Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Green Bay Packers,2,D,3300,GB,PIT,19.5,GB by 6.5,1.1,0.3,0.8,252,68,21.9,3.7,3.0,3.0,3.0,-3.1,9.1,7.9,2.4,7.0,2.1
Cincinnati Bengals,2,D,3300,CIN,JAX,19.5,CIN by 7.5,2.4,0.6,1.3,227,94,17.7,8.3,7.7,7.7,7.7,3.9,11.5,9.2,2.8,1.0,0.3
Miami Dolphins,2,D,3200,MIA,IND,20.5,MIA by 1.5,1.6,0.3,0.6,244,122,25.2,4.6,5.7,5.7,5.7,1.2,10.2,8.3,2.6,4.0,1.3
Kansas City Chiefs,,D,3200,KC,@PHI,23.8,KC by 7,3.7,0.4,1.0,213,129,19.9,8.4,4.0,4.0,4.0,0.4,7.6,6.7,2.1,2.0,0.6
San Francisco 49ers,,D,3100,SF,SEA,24.5,SF by 3,2.9,0.3,0.8,245,121,26.2,4.8,6.0,6.0,6.0,0.7,11.3,6.4,2.1,2.0,0.6
Pittsburgh Steelers,,D,3100,PIT,@GB,26.0,GB by 6.5,1.6,0.4,0.4,244,115,28.1,3.6,6.0,6.0,6.0,-0.9,12.9,5.2,1.7,5.0,1.6
Cleveland Browns,,D,3000,CLE,@MIN,24.5,CLE by 2.5,2.3,0.6,0.4,270,139,27.1,5.6,7.3,7.3,7.3,-0.4,15.1,6.0,2.0,8.0,2.7
New York Giants,,D,2900,NYG,@NO,24.3,NO by 7,2.1,0.5,0.6,208,145,28.3,3.3,4.0,4.0,4.0,2.0,6.0,6.3,2.2,2.0,0.7
New England Patriots,,D,2900,NE,TB,28.3,TB by 7,1.5,0.4,0.7,309,88,30.9,3.3,9.3,9.3,9.3,0.9,17.7,5.0,1.7,2.0,0.7
Arizona Cardinals,,D,2800,ARI,@LAR,29.5,LAR by 4.5,1.6,0.6,0.8,256,112,22.1,7.3,11.7,11.7,11.7,2.4,21.0,5.3,1.9,5.0,1.8
Las Vegas Raiders,,D,2800,LV,@LAC,27.8,LAC by 3,2.1,0.3,0.7,277,99,24.1,5.9,5.3,5.3,5.3,3.8,6.9,5.4,1.9,1.0,0.4
Indianapolis Colts,2,D,2700,IND,@MIA,22.0,MIA by 1.5,2.4,0.6,0.8,226,103,22.6,7.1,7.3,7.3,7.3,3.8,10.8,7.6,2.8,8.0,3.0
Dallas Cowboys,5,D,2600,DAL,CAR,23.0,DAL by 4.5,2.1,0.3,0.9,245,108,21.2,5.7,9.0,9.0,9.0,5.5,12.5,6.8,2.6,8.0,3.1
Minnesota Vikings,,D,2500,MIN,CLE,27.0,CLE by 2.5,1.9,0.5,0.5,232,149,25.2,5.3,6.7,6.7,6.7,1.9,11.4,5.6,2.2,4.0,1.6
Los Angeles Chargers,,D,2500,LAC,LV,24.8,LAC by 3,1.9,0.8,0.8,288,113,27.1,5.8,6.3,6.3,6.3,3.1,9.5,6.5,2.6,7.0,2.8
Seattle Seahawks,,D,2400,SEA,@SF,27.5,SF by 3,2.3,1.1,1.1,251,113,22.7,8.6,3.3,3.3,3.3,0.3,6.4,5.6,2.3,6.0,2.5
Atlanta Falcons,1,D,2300,ATL,WAS,24.5,WAS by 1.5,2.7,0.6,1.0,223,100,20.0,7.4,2.0,2.0,2.0,-0.6,4.6,6.9,3.0,0.0,0.0
Detroit Lions,3,D,2200,DET,@CHI,22.5,CHI by 3,2.8,0.5,0.9,202,96,20.3,7.6,2.3,2.3,2.3,-1.8,6.5,7.0,3.2,3.0,1.4
Jacksonville Jaguars,,D,2200,JAX,@CIN,27.0,CIN by 7.5,2.7,0.8,0.9,206,109,19.6,8.6,4.7,4.7,4.7,-2.0,11.3,5.2,2.4,1.0,0.5
Philadelphia Eagles,,D,2100,PHI,KC,30.8,KC by 7,1.4,0.7,0.6,302,109,28.8,4.0,6.3,6.3,6.3,1.6,11.1,3.9,1.9,-1.0,-0.5
Houston Texans,,D,2000,HOU,@BUF,31.3,BUF by 15.5,1.5,0.5,0.6,276,113,31.2,2.7,5.0,5.0,5.0,3.0,7.0,2.9,1.4,-1.0,-0.5
New York Jets,1,D,2000,NYJ,TEN,25.8,TEN by 7,2.1,0.6,0.6,222,176,28.9,4.3,3.7,3.7,3.7,3.1,4.2,5.7,2.9,7.0,3.5
