Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Chicago Bears,6,D,2800,CHI,CIN,22.0,CHI by 1,3.1,0.8,0.6,218,106,20.3,8.1,0.0,0.0,0.0,0.0,0.0,8.6,3.1,19.0,6.8
Carolina Panthers,3,D,2700,CAR,NO,24.0,NO by 3,1.8,0.6,0.5,233,147,30.3,2.6,9.0,9.0,9.0,9.0,9.0,7.7,2.9,12.0,4.4
Detroit Lions,,D,2700,DET,@GB,29.8,GB by 11.5,1.4,0.4,0.4,246,125,28.6,3.3,1.0,1.0,1.0,1.0,1.0,3.1,1.1,-1.0,-0.4
Los Angeles Chargers,,D,2600,LAC,DAL,26.3,LAC by 3,2.6,0.8,0.9,269,107,24.7,7.7,4.0,4.0,4.0,4.0,4.0,6.6,2.5,5.0,1.9
Miami Dolphins,2,D,2500,MIA,BUF,25.3,BUF by 3,1.7,0.6,0.6,286,110,30.4,3.3,6.0,6.0,6.0,6.0,6.0,6.6,2.6,1.0,0.4
Indianapolis Colts,0,D,2500,IND,LAR,26.0,LAR by 3.5,1.6,0.6,0.8,254,121,22.5,6.8,4.0,4.0,4.0,4.0,4.0,7.3,2.9,11.0,4.4
Philadelphia Eagles,5,D,2400,PHI,SF,26.3,SF by 3,2.3,1.0,1.1,256,119,24.1,8.3,10.0,10.0,10.0,10.0,10.0,7.7,3.2,1.0,0.4
Dallas Cowboys,,D,2400,DAL,@LAC,29.3,LAC by 3,2.1,0.4,0.7,279,107,23.4,6.4,7.0,7.0,7.0,7.0,7.0,6.2,2.6,7.0,2.9
Jacksonville Jaguars,,D,2300,JAX,DEN,25.8,DEN by 6,2.1,0.6,1.4,218,124,19.9,9.1,-3.0,-3.0,-3.0,-3.0,-3.0,5.5,2.4,9.0,3.9
New York Jets,4,D,2200,NYJ,NE,24.0,NE by 6,2.3,0.4,0.9,189,141,19.3,6.5,4.0,4.0,4.0,4.0,4.0,6.9,3.1,3.0,1.4
Tennessee Titans,1,D,2200,TEN,@SEA,29.8,SEA by 5.5,3.0,0.4,0.8,243,127,27.7,4.9,0.0,0.0,0.0,0.0,0.0,5.0,2.3,2.0,0.9
Minnesota Vikings,1,D,2100,MIN,@ARI,27.3,ARI by 3.5,1.8,0.5,0.8,248,137,26.4,5.4,5.0,5.0,5.0,5.0,5.0,6.1,2.9,12.0,5.7
Atlanta Falcons,,D,2100,ATL,@TB,32.3,TB by 12.5,1.3,0.4,0.8,298,93,30.8,3.5,0.0,0.0,0.0,0.0,0.0,3.4,1.6,1.0,0.5
Houston Texans,,D,2000,HOU,@CLE,30.3,CLE by 12.5,1.6,0.6,0.6,231,148,24.2,5.5,7.0,7.0,7.0,7.0,7.0,3.7,1.9,5.0,2.5
