Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Indianapolis Colts,,D,3000,IND,TB,28.0,TB by 3,1.3,0.5,0.8,315,91,29.7,3.2,9.7,8.5,8.5,4.6,12.5,5.8,1.9,2.0,0.7
New Orleans Saints,,D,2900,NO,BUF,25.8,BUF by 6.5,1.5,0.5,0.9,273,119,28.9,4.2,2.7,8.1,8.1,1.6,14.6,6.1,2.1,5.0,1.7
Tennessee Titans,,D,2900,TEN,@NE,25.5,NE by 7,2.0,0.6,0.7,236,116,25.6,6.1,9.3,7.5,7.5,1.5,13.4,5.8,2.0,-2.0,-0.7
Miami Dolphins,4,D,2800,MIA,CAR,21.8,CAR by 2,2.4,0.5,1.1,203,116,20.4,7.8,13.3,6.1,6.1,-0.4,12.6,7.8,2.8,23.0,8.2
Seattle Seahawks,,D,2800,SEA,@WAS,24.3,WAS by 1.5,2.3,0.6,0.9,225,123,21.2,6.9,6.3,4.9,4.9,1.3,8.5,6.5,2.3,6.0,2.1
Pittsburgh Steelers,,D,2700,PIT,@CIN,24.8,CIN by 5,2.7,0.3,1.1,251,103,26.8,6.2,4.7,6.0,6.0,2.1,9.9,6.9,2.6,0.0,0.0
Cincinnati Bengals,2,D,2700,CIN,PIT,19.8,CIN by 5,2.1,0.6,0.5,237,91,21.4,5.2,5.0,5.6,5.6,1.6,9.6,7.3,2.7,19.0,7.0
Cleveland Browns,,D,2700,CLE,@BAL,25.0,BAL by 4,3.4,0.4,0.9,252,151,24.7,7.8,8.0,5.5,5.5,-1.2,12.2,6.4,2.4,11.0,4.1
Denver Broncos,,D,2600,DEN,LAC,25.5,LAC by 2.5,1.8,0.2,0.8,280,106,26.0,4.6,9.0,7.4,7.4,1.3,13.5,6.0,2.3,17.0,6.5
Green Bay Packers,,D,2600,GB,LAR,24.0,LAR by 1,1.5,0.2,0.9,289,98,27.1,5.0,7.7,6.8,6.8,1.2,12.4,6.4,2.5,13.0,5.0
Atlanta Falcons,3,D,2500,ATL,@JAX,22.0,ATL by 2,1.9,0.8,0.9,207,113,15.9,9.8,2.3,2.7,2.7,-0.1,5.5,7.4,3.0,6.0,2.4
New York Jets,0,D,2500,NYJ,@HOU,23.5,HOU by 2.5,2.6,0.6,1.1,195,77,14.8,9.4,0.3,2.4,2.4,-0.8,5.6,6.4,2.6,8.0,3.2
Washington Football Team,,D,2500,WAS,SEA,22.8,WAS by 1.5,3.3,0.2,0.4,200,98,19.4,6.2,4.3,4.5,4.5,0.8,8.2,6.6,2.6,5.0,2.0
Las Vegas Raiders,1,D,2400,LV,@DAL,29.5,DAL by 7.5,1.9,0.7,0.8,284,134,27.5,4.4,2.7,4.7,4.7,0.8,8.6,4.9,2.0,0.0,0.0
Detroit Lions,4,D,2400,DET,CHI,21.8,CHI by 2.5,3.6,0.5,0.9,156,132,15.7,8.6,4.7,3.4,3.4,-1.2,8.0,7.2,3.0,4.0,1.7
Minnesota Vikings,2,D,2400,MIN,@SF,26.0,SF by 3,1.9,0.8,0.6,236,123,23.4,4.7,6.0,6.8,6.8,3.0,10.6,5.9,2.5,9.0,3.8
New York Giants,,D,2400,NYG,PHI,24.5,PHI by 3.5,1.7,0.4,0.5,200,153,24.8,4.1,7.7,5.8,5.8,0.3,11.3,5.6,2.3,13.0,5.4
Houston Texans,8,D,2300,HOU,NYJ,21.0,HOU by 2.5,2.7,0.5,1.8,259,79,17.8,9.6,9.3,5.5,5.5,-0.7,11.7,8.6,3.7,6.0,2.6
Jacksonville Jaguars,3,D,2200,JAX,ATL,24.0,ATL by 2,2.0,0.4,1.3,230,79,17.8,11.3,6.3,4.1,4.1,-1.6,9.8,7.1,3.2,3.0,1.4
